,Name,Status,USD Raised,End of ICO,Token Sale Price,Current price,Return(x),Rating
https://www.icodata.io/coin/aditus,Aditus,Completed,"$7,100,194.00",20.12.2017,$0,$0,0.000,0
https://www.icodata.io/coin/zrcoin,ZrCoin,Completed,"$7,070,000.00",09.06.2017,$1.417148,$2.29409,1.619,0
https://www.icodata.io/coin/blockcat,BlockCAT,Completed,"$7,034,927.00",18.08.2017,$0.764653,$5.70586,7.462,0
https://www.icodata.io/coin/blocktix,Blocktix,Completed,"$6,981,328.00",25.07.2017,$0.188518,$1.54652,8.204,0
https://www.icodata.io/coin/insurex,iXledger,Completed,"$6,949,290.00",13.07.2017,$0.144789,$3.01237,20.805,0
https://www.icodata.io/coin/esports,Esports,Completed,"$6,930,540.00",30.11.2017,$1.864449,$0,0.000,0
https://www.icodata.io/coin/goldmint,Goldmint,Completed,"$6,873,711.00",11.11.2017,$0,$0,0.000,0
https://www.icodata.io/coin/aphelion,Aphelion,Completed,"$6,780,661.00",07.12.2017,$0.13,$0,0.000,0
https://www.icodata.io/coin/atlant,Atlant,Completed,"$6,693,856.00",31.10.2017,$0.6079,$0,0.000,0
https://www.icodata.io/coin/hubii-network,Hubii Network,Completed,"$6,600,460.00",08.09.2017,$0,$0,0.000,0
https://www.icodata.io/coin/lisk,Lisk,Completed,"$6,500,000.00",21.03.2016,$0.076471,$27.5072,359.709,0
https://www.icodata.io/coin/betking,BetKing,Completed,"$6,497,166.00",04.09.2017,$0,$0,0.000,0
https://www.icodata.io/coin/dovu,DOVU,Completed,"$6,411,934.00",17.10.2017,$0,$0,0.000,0
https://www.icodata.io/coin/aurora,Aurora,Completed,"$6,391,168.00",07.01.2018,$3,$0,0.000,0
https://www.icodata.io/coin/oxycoin,Oxycoin,Completed,"$6,288,571.00",01.10.2017,$0,$0,0.000,0
https://www.icodata.io/coin/tensorbit,Tensorbit,Completed,"$6,200,000.00",17.10.2017,$0.64598,$0,0.000,0
https://www.icodata.io/coin/hero,Hero Token Pre-sale,Completed,"$6,149,949.00",20.12.2017,$4.14,$0,0.000,0
https://www.icodata.io/coin/dreamteam,DreamTeam (Phase 1),Completed,"$6,000,000.00",15.12.2017,$0.342225,$0,0.000,0
https://www.icodata.io/coin/paragon,Paragon,Completed,"$6,000,000.00",15.10.2017,$0,$0,0.000,0
https://www.icodata.io/coin/soma,Soma,Completed,"$6,000,000.00",15.11.2017,$0,$0,0.000,0
https://www.icodata.io/coin/lhcrypto,LHCrypto,Completed,"$5,951,183.00",31.12.2017,$0.1557,$0,0.000,0
https://www.icodata.io/coin/trueflip,TrueFlip,Completed,"$5,869,919.00",29.07.2017,$0.939598,$2.5879,2.754,0
https://www.icodata.io/coin/opus,Opus,Completed,"$5,825,148.00",25.08.2017,$0.043697,$0.096784,2.215,0
https://www.icodata.io/coin/aleph-market,ALEPH Market,Completed,"$5,817,474.00",31.10.2017,$0.3,$0,0.000,0
https://www.icodata.io/coin/aeternity-phase-1,Aeternity,Completed,"$5,800,000.00",04.04.2017,$0.0417,$2.14141,51.353,0
https://www.icodata.io/coin/matchpool,Matchpool,Completed,"$5,700,000.00",04.04.2017,$0.095,$1.1099,11.683,0
https://www.icodata.io/coin/firstblood,FirstBlood,Completed,"$5,500,000.00",25.09.2016,$0.064284,$1.54171,23.983,0
https://www.icodata.io/coin/digixdao,DigixDAO,Completed,"$5,500,000.00",01.03.2016,$3.235294,$211.44,65.354,0
https://www.icodata.io/coin/debit-coin,Telegraf Money,Completed,"$5,434,124.00",01.11.2017,$0,$0,0.000,0
https://www.icodata.io/coin/chronobank,Chronobank,Completed,"$5,400,000.00",15.02.2017,$7.604424,$39.3422,5.174,0
https://www.icodata.io/coin/exscudo,Exscudo,Completed,"$5,347,423.00",31.05.2017,$0,$0,0.000,0
https://www.icodata.io/coin/swarm-fund,Swarm Fund,Completed,"$5,338,919.00",27.10.2017,$0,$0,0.000,0
https://www.icodata.io/coin/axionv,AxionV,Completed,"$5,312,630.00",30.09.2017,$0,$0,0.000,0
https://www.icodata.io/coin/augur,Augur,Completed,"$5,300,000.00",01.10.2015,$0.602273,$95.4268,158.445,0
https://www.icodata.io/coin/social,Social,Completed,"$5,240,000.00",14.09.2017,$0,$0,0.000,0
https://www.icodata.io/coin/hellogold,Hellogold,Completed,"$5,214,153.00",05.10.2017,$0,$0,0.000,0
https://www.icodata.io/coin/humaniq,Humaniq,Completed,"$5,163,000.00",27.04.2017,$0.040912,$0.451807,11.043,0
https://www.icodata.io/coin/air-platform,Sphre AIR,Completed,"$5,109,781.00",30.06.2017,$0.200665,$0.603056,3.005,0
https://www.icodata.io/coin/dcorp,DCORP,Completed,"$5,048,937.00",29.06.2017,$0,$0,0.000,0
https://www.icodata.io/coin/starta,Starta,Completed,"$5,033,960.00",04.07.2017,$1,$1.10186,1.102,0
https://www.icodata.io/coin/dimcoin,Dimcoin,Completed,"$5,033,685.00",15.07.2017,$0,$0,0.000,0
https://www.icodata.io/coin/wetrust,WeTrust,Completed,"$5,000,000.00",14.04.2017,$0.0625,$1.21795,19.487,0
https://www.icodata.io/coin/brickblock,Brickblock,Completed,"$4,997,151.00",21.11.2017,$0.48,$0,0.000,0
https://www.icodata.io/coin/tokenstars,TokenStars,Completed,"$4,901,200.00",31.10.2017,$0.63,$0,0.000,0
https://www.icodata.io/coin/aeron,Aeron,Completed,"$4,897,723.00",30.10.2017,$0.5,$0,0.000,0
https://www.icodata.io/coin/flixxo,Flixxo,Completed,"$4,829,000.00",24.11.2017,$0,$0,0.000,0
https://www.icodata.io/coin/mothership,Mothership,Completed,"$4,819,379.00",14.07.2017,$0.034424,$0.497615,14.455,0
https://www.icodata.io/coin/ds-plus,DS PLUS,Completed,"$4,792,435.00",31.12.2017,$14.5,$0,0.000,0
https://www.icodata.io/coin/proof,Proof Suite,Completed,"$4,720,726.00",30.11.2017,$0,$0,0.000,0
https://www.icodata.io/coin/synereo,Synereo,Completed,"$4,700,000.00",18.10.2016,$0,$0,0.000,0
https://www.icodata.io/coin/matryx,Matryx,Completed,"$4,544,937.00",21.11.2017,$0.315369,$0,0.000,0
https://www.icodata.io/coin/rex,REX,Completed,"$4,532,921.00",28.08.2017,$0.261663,$2.1974,8.398,0
https://www.icodata.io/coin/stex,STeX,Completed,"$4,521,900.00",30.09.2017,$0,$0,0.000,0
https://www.icodata.io/coin/ecobit,Ecobit,Completed,"$4,500,000.00",15.06.2017,$0.010125,$0.054185,5.352,0
https://www.icodata.io/coin/dao-playmarket-2,DAO PlayMarket 2,Completed,"$4,500,000.00",28.12.2017,$0,$0,0.000,0
https://www.icodata.io/coin/lockchain,Lockchain,Completed,"$4,471,100.00",01.12.2017,$0.596147,$0,0.000,0
https://www.icodata.io/coin/dent,Dent,Completed,"$4,386,168.00",27.07.2017,$0.000464,$0.057994,124.879,0
https://www.icodata.io/coin/quantum-resistant-ledger,Quantum Resistant Ledger,Completed,"$4,160,000.00",24.05.2017,$0.106667,$2.78697,26.128,0
https://www.icodata.io/coin/decent,DECENT,Completed,"$4,126,300.00",06.11.2016,$0.107147,$2.11182,19.710,0
https://www.icodata.io/coin/gaze-coin,Gaze Coin,Completed,"$4,097,139.00",21.12.2017,$0.587142,$0,0.000,0
https://www.icodata.io/coin/obsidian,Obsidian,Completed,"$4,073,497.00",25.08.2017,$0.203966,$1.24536,6.106,0
https://www.icodata.io/coin/investfeed,InvestFeed,Completed,"$4,047,929.00",07.08.2017,$0.021151,$0.239648,11.330,0
https://www.icodata.io/coin/mark-space,Mark Space Pre-sale,Completed,"$3,987,164.00",31.12.2017,$0,$0,0.000,0
https://www.icodata.io/coin/aigang,Aigang,Completed,"$3,936,272.00",15.12.2017,$0.342225,$0,0.000,0
https://www.icodata.io/coin/drg-token,DRG Token,Completed,"$3,929,482.00",31.12.2017,$2.51,$0,0.000,0
https://www.icodata.io/coin/crypviser,Crypviser,Completed,"$3,822,606.00",30.06.2017,$0,$0,0.000,0
https://www.icodata.io/coin/dropdeck,DropDeck,Completed,"$3,783,317.67",16.12.2017,$0,$0,0.000,0
https://www.icodata.io/coin/antshares,NEO,Completed,"$3,758,871.00",07.09.2016,$0.187944,$157.439,837.693,0
https://www.icodata.io/coin/dfinity,DFinity,Completed,"$3,750,000.00",01.02.2017,$0,$0,0.000,0
https://www.icodata.io/coin/alis,ALIS,Completed,"$3,705,000.00",29.09.2017,$0.087441,$1.03258,11.809,0
https://www.icodata.io/coin/crystal-clear-services,Crystal Clear Services,Completed,"$3,424,850.00",08.10.2017,$0,$0,0.000,0
https://www.icodata.io/coin/hut34,Hut34,Completed,"$3,407,042.00",07.12.2017,$0,$0,0.000,0
https://www.icodata.io/coin/lunyr,Lunyr,Completed,"$3,400,000.00",26.04.2017,$1.612431,$46.571,28.882,0
https://www.icodata.io/coin/taklimakan-network,Taklimakan Network Pre-sale,Completed,"$3,316,000.00",08.01.2018,$0.05,$0,0.000,0
https://www.icodata.io/coin/meetip,MeeTip,Completed,"$3,226,597.00",15.12.2017,$1.12505,$0,0.000,0
https://www.icodata.io/coin/coss,Coss,Completed,"$3,168,713.00",08.09.2017,$0,$0,0.000,0
https://www.icodata.io/coin/corion,Corion,Completed,"$3,100,950.00",26.08.2017,$0,$0,0.000,0
https://www.icodata.io/coin/foodcoin,Foodcoin,Completed,"$3,061,918.00",23.09.2017,$0,$0,0.000,0
https://www.icodata.io/coin/satoshi-brewery,Satoshi Brewery,Completed,"$3,060,363.00",27.12.2017,$1.2,$0,0.000,0
https://www.icodata.io/coin/mybit,MyBit Token,Completed,"$3,036,000.00",16.08.2017,$1.984192,$14.1564,7.135,0
https://www.icodata.io/coin/rasputin-online,Rasputin Online,Completed,"$3,027,322.00",26.08.2017,$0,$0,0.000,0
https://www.icodata.io/coin/internet-of-coins,Internet of Coins,Completed,"$3,000,000.00",21.06.2017,$0,$0,0.000,0
https://www.icodata.io/coin/encryptotel,EncryptoTel [WAVES],Completed,"$3,000,000.00",10.05.2017,$0.083995,$0.307886,3.666,0
https://www.icodata.io/coin/miniapps,Miniapps,Completed,"$3,000,000.00",19.12.2017,$0,$0,0.000,0
https://www.icodata.io/coin/skincoin,SkinCoin,Completed,"$3,000,000.00",21.07.2017,$0.03402,$0.031142,0.915,0
https://www.icodata.io/coin/zipper,Zipper Pre-sale,Completed,"$3,000,000.00",04.01.2018,$0.03,$0,0.000,0
https://www.icodata.io/coin/melonport,Melon,Completed,"$2,900,000.00",16.02.2017,$5.8,$219.767,37.891,0
https://www.icodata.io/coin/genesis-vision,Genesis Vision,Completed,"$2,836,724.00",15.11.2017,$1,$25.6499,25.650,0
https://www.icodata.io/coin/artoken-by-cappasity,ARToken,Completed,"$2,813,147.00",22.11.2017,$0.008,$0,0.000,0
https://www.icodata.io/coin/mirocana,Mirocana,Completed,"$2,803,254.00",19.12.2017,$0.8164,$0,0.000,0
https://www.icodata.io/coin/lykke,Lykke,Completed,"$2,800,000.00",09.10.2016,$0.056,$0.290109,5.181,0
https://www.icodata.io/coin/footballcoin,Footballcoin,Completed,"$2,733,184.00",23.06.2017,$0,$0,0.000,0
https://www.icodata.io/coin/bitjob,Bitjob,Completed,"$2,726,424.00",13.10.2017,$0,$0,0.000,0
https://www.icodata.io/coin/nitro,Nitro,Completed,"$2,724,589.00",26.12.2017,$0.9673,$0,0.000,0
https://www.icodata.io/coin/edgeless,Edgeless,Completed,"$2,700,000.00",21.03.2017,$0.039199,$2.52592,64.438,0
https://www.icodata.io/coin/mywish,MyWish,Completed,"$2,670,000.00",25.11.2017,$0.23314,$0,0.000,0
https://www.icodata.io/coin/suretly,Suretly,Completed,"$2,659,256.00",11.08.2017,$0,$0,0.000,0
https://www.icodata.io/coin/money-rebel,Money Rebel Pre-ICO,Completed,"$2,608,875.00",08.11.2017,$0,$0,0.000,0
https://www.icodata.io/coin/cryptoping,CryptoPing,Completed,"$2,608,052.00",24.06.2017,$0.289784,$0.835927,2.885,0
https://www.icodata.io/coin/reality-clash,Reality Clash,Completed,"$2,563,479.00",29.09.2017,$0,$0,0.000,0
https://www.icodata.io/coin/idice,iDice,Completed,"$2,500,000.00",26.06.2017,$1.666667,$0.331318,0.199,0
https://www.icodata.io/coin/da-powerplay,DA Powerplay,Completed,"$2,458,869.00",26.09.2017,$0,$0,0.000,0
https://www.icodata.io/coin/hydrominer,HydroMiner,Completed,"$2,455,188.00",15.11.2017,$0,$0,0.000,0
https://www.icodata.io/coin/blockbid,Blockbid,Completed,"$2,449,274.00",16.12.2017,$2.3207,$0,0.000,0
https://www.icodata.io/coin/divi-project,Divi Project,Completed,"$2,445,409.00",23.11.2017,$0,$0,0.000,0
https://www.icodata.io/coin/privatix,Privatix,Completed,"$2,388,068.00",16.11.2017,$3.14374,$10.8922,3.465,0
https://www.icodata.io/coin/astronaut-capital,Astronaut Capital,Completed,"$2,352,240.00",25.10.2017,$1,$0,0.000,0
https://www.icodata.io/coin/bitquence,Ethos,Completed,"$2,266,876.00",16.07.2017,$0.033013,$1.92666,58.360,0
https://www.icodata.io/coin/sola,Sola,Completed,"$2,233,700.00",25.12.2017,$0.095,$0,0.000,0
https://www.icodata.io/coin/wolk,Wolk,Completed,"$2,171,748.00",31.10.2017,$0.015294,$0,0.000,0
https://www.icodata.io/coin/hedgetoken,Hedgetoken,Completed,"$2,134,409.00",15.10.2017,$0.6732,$0,0.000,0
https://www.icodata.io/coin/snovio,Snovio,Completed,"$2,129,106.00",30.11.2017,$0.009427,$0,0.000,0
https://www.icodata.io/coin/neblio,Neblio,Completed,"$2,102,281.00",19.08.2017,$0.177532,$30.0804,169.437,0
https://www.icodata.io/coin/wings,Wings,Completed,"$2,074,000.00",06.01.2017,$0.027653,$1.57304,56.884,0
https://www.icodata.io/coin/herocoin,Herocoin,Completed,"$2,021,030.00",16.10.2017,$0.0267,$0,0.000,0
https://www.icodata.io/coin/itt,ITT,Completed,"$2,000,000.00",17.09.2017,$0,$0,0.000,0
https://www.icodata.io/coin/komodo,Komodo,Completed,"$1,983,781.00",14.11.2016,$0.022042,$8.16777,370.555,0
https://www.icodata.io/coin/suncontract,SunContract,Completed,"$1,980,156.00",01.08.2017,$0.016137,$0.493129,30.559,0
https://www.icodata.io/coin/ethbet,EthBet,Completed,"$1,980,000.00",22.09.2017,$0,$0.425918,0.000,0
https://www.icodata.io/coin/mira,Mira Pre-ICO,Completed,"$1,980,000.00",29.11.2017,$0.6,$0,0.000,0
https://www.icodata.io/coin/digital-developers-fund,DigitalDevelopersFund,Completed,"$1,963,332.00",09.08.2017,$0.30539,$0.200318,0.656,0
https://www.icodata.io/coin/metal,Metal,Completed,"$1,945,000.00",01.03.2017,$0.117879,$5.69241,48.290,0
https://www.icodata.io/coin/cdx,CDX,Completed,"$1,943,687.00",30.09.2017,$0,$0,0.000,0
https://www.icodata.io/coin/smartbillions,Smartbillions,Completed,"$1,943,152.00",30.10.2017,$0,$0,0.000,0
https://www.icodata.io/coin/dentacoin,Dentacoin,Completed,"$1,923,507.00",01.11.2017,$28,$0.002895,0.000,0
https://www.icodata.io/coin/kibo-lotto,Kibo Lotto,Completed,"$1,894,900.00",10.11.2016,$0,$0,0.000,0
https://www.icodata.io/coin/vdice,vSlice,Completed,"$1,800,000.00",15.12.2016,$0.053908,$0.252434,4.683,0
https://www.icodata.io/coin/remme,REMME,Completed,"$1,800,000.00",04.01.2018,$0,$0,0.000,0
https://www.icodata.io/coin/anryze,Anryze,Completed,"$1,757,432.00",12.10.2017,$0,$0,0.000,0
https://www.icodata.io/coin/crypto-tickets,Crypto Tickets,Completed,"$1,750,926.00",02.12.2017,$0.06,$0,0.000,0
https://www.icodata.io/coin/hash-rush,Hash Rush,Completed,"$1,737,000.00",20.10.2017,$0,$0,0.000,0
https://www.icodata.io/coin/gimli,Gimli,Completed,"$1,717,455.00",21.10.2017,$0.0871,$0,0.000,0
https://www.icodata.io/coin/sand-coin,Sand Coin,Completed,"$1,705,000.00",18.10.2017,$0,$0,0.000,0
https://www.icodata.io/coin/blockpool,BlockPool,Completed,"$1,699,747.00",30.06.2017,$0,$0,0.000,0
https://www.icodata.io/coin/fidentiax,FidentiaX,Completed,"$1,566,283.00",05.12.2017,$0.92656,$0,0.000,0
https://www.icodata.io/coin/smart-investment-fund,Smart Investment Fund,Completed,"$1,546,430.00",14.09.2017,$0,$0,0.000,0
https://www.icodata.io/coin/realisto,Realisto,Completed,"$1,531,146.00",25.12.2017,$0,$0,0.000,0
https://www.icodata.io/coin/esr-wallet,ESR Wallet,Completed,"$1,507,910.00",09.10.2017,$0,$0,0.000,0
https://www.icodata.io/coin/bounty0x,Bounty0x,Completed,"$1,500,000.00",16.12.2017,$0.0165,$0.478072,28.974,0
https://www.icodata.io/coin/goal-bonanza,Goal Bonanza,Completed,"$1,500,000.00",31.10.2017,$0.061176,$0,0.000,0
https://www.icodata.io/coin/vezt,Vezt,Completed,"$1,497,284.00",03.12.2017,$0.540386,$0,0.000,0
https://www.icodata.io/coin/bitbase,BitBase,Completed,"$1,481,131.00",27.10.2017,$1,$0,0.000,0
https://www.icodata.io/coin/vibehub,VIBE,Completed,"$1,435,724.00",21.09.2017,$0.019885,$1.27715,64.226,0
https://www.icodata.io/coin/mass,MASS,Completed,"$1,416,404.00",19.07.2017,$0,$0,0.000,0
https://www.icodata.io/coin/ccore,Ccore,Completed,"$1,413,990.00",30.11.2017,$0.47133,$1.89946,4.030,0
https://www.icodata.io/coin/bitboost,BitBoost,Completed,"$1,395,803.00",09.11.2017,$0.46,$0,0.000,0
https://www.icodata.io/coin/icoo,ICO OpenLedger,Completed,"$1,388,427.00",30.06.2016,$2.937544,$10.5679,3.598,0
https://www.icodata.io/coin/zephyr,Zephyr,Completed,"$1,369,406.00",06.11.2017,$0,$0,0.000,0
https://www.icodata.io/coin/vyral,Vyral Pre-sale,Completed,"$1,362,811.00",24.12.2017,$0,$0,0.000,0
https://www.icodata.io/coin/etcwin,ETCWin,Completed,"$1,309,000.00",23.11.2016,$0,$0,0.000,0
https://www.icodata.io/coin/ethbits,Ethbits,Completed,"$1,259,489.00",15.05.2017,$0.963095,$4.53092,4.705,0
https://www.icodata.io/coin/gene-chain,Gene-Chain,Completed,"$1,254,595.00",17.07.2017,$0,$0,0.000,0
https://www.icodata.io/coin/mingo,Mingo,Completed,"$1,220,431.00",23.10.2017,$0,$0,0.000,0
https://www.icodata.io/coin/fundyourselfnow,FundYourselfNow,Completed,"$1,176,703.00",31.07.2017,$1.611922,$5.25979,3.263,0
https://www.icodata.io/coin/pcc,PCC,Completed,"$1,140,804.00",20.11.2017,$0.073346,$0,0.000,0
https://www.icodata.io/coin/flypme,Flypme,Completed,"$1,140,422.00",21.10.2017,$0.071474,$0,0.000,0
https://www.icodata.io/coin/tele2-teleport,Tele2 Teleport,Completed,"$1,123,374.00",26.10.2017,$0,$0,0.000,0
https://www.icodata.io/coin/kexcoin,KexCoin,Completed,"$1,113,751.00",15.10.2017,$0,$0,0.000,0
https://www.icodata.io/coin/magos,Magos,Completed,"$1,101,655.00",30.09.2017,$0,$0,0.000,0
https://www.icodata.io/coin/adel,Adelphoi,Completed,"$1,094,622.00",31.05.2017,$0.046635,$0.360004,7.720,0
https://www.icodata.io/coin/wandx,WandX,Completed,"$1,088,708.00",05.12.2017,$0.122173,$0,0.000,0
https://www.icodata.io/coin/augmentors,Databits,Completed,"$1,069,525.00",28.02.2017,$0.015279,$1.98945,130.209,0
https://www.icodata.io/coin/easymine,Easymine,Completed,"$1,057,892.00",26.10.2017,$0,$0,0.000,0
https://www.icodata.io/coin/publica,Publica,Completed,"$1,049,209.00",15.11.2017,$0.1,$0,0.000,0
https://www.icodata.io/coin/monsterbyte,Monster Byte,Completed,"$1,033,340.00",07.08.2017,$0.102268,$0.136002,1.330,0
https://www.icodata.io/coin/holdme,Holdme,Completed,"$1,022,598.00",15.12.2017,$0.22815,$0,0.000,0
https://www.icodata.io/coin/incent,Incent,Completed,"$1,000,000.00",01.09.2016,$0.043463,$0.820285,18.873,0
https://www.icodata.io/coin/plutus,Pluton,Completed,"$1,000,000.00",24.06.2016,$1.176471,$30.3247,25.776,0
https://www.icodata.io/coin/rega,Rega,Completed,"$1,000,000.00",25.12.2017,$0,$0,0.000,0
https://www.icodata.io/coin/wala,Wala,Completed,"$1,000,000.00",11.12.2017,$0,$0,0.000,0
https://www.icodata.io/coin/the-legends-room,The Legends Room,Completed,"$1,000,000.00",15.05.2017,$0,$0,0.000,0
https://www.icodata.io/coin/back-to-earth,StarCredits,Completed,"$988,110.00",28.04.2017,$0.24684,$0.608882,2.467,0
https://www.icodata.io/coin/algory,Algory,Completed,"$967,315.00",08.01.2018,$0.9571,$0,0.000,0
https://www.icodata.io/coin/ark,Ark,Completed,"$942,593.00",11.12.2016,$0.009954,$8.1857,822.361,0
https://www.icodata.io/coin/etch,ETCH,Completed,"$900,000.00",18.10.2017,$0,$0,0.000,0
https://www.icodata.io/coin/horizon-state,Horizon State,Completed,"$893,520.00",30.10.2017,$0.0874,$0,0.000,0
https://www.icodata.io/coin/clearpoll,ClearPoll,Completed,"$870,000.00",20.10.2017,$0.132178,$7.67589,58.072,0
https://www.icodata.io/coin/fluence,Fluence,Completed,"$855,809.00",27.08.2017,$0,$0,0.000,0
https://www.icodata.io/coin/wish-finance,Wish Finance,Completed,"$850,000.00",07.12.2017,$1.1,$0,0.000,0
https://www.icodata.io/coin/wordcoin,Wordcoin,Completed,"$847,657.00",07.11.2017,$1.028363,$0,0.000,0
https://www.icodata.io/coin/e4row,E4ROW,Completed,"$829,700.00",23.05.2017,$0.157319,$0.043952,0.279,0
https://www.icodata.io/coin/paycent,Paycent,Completed,"$823,678.00",30.11.2017,$0.66572,$0,0.000,0
https://www.icodata.io/coin/peerguess,Peerguess,Completed,"$812,765.00",10.12.2017,$0,$0,0.000,0
https://www.icodata.io/coin/sosnovkino,Sosnovkino,Completed,"$786,390.00",27.08.2017,$0,$0,0.000,0
https://www.icodata.io/coin/minexcoin,Minexcoin,Completed,"$785,706.00",13.06.2017,$0,$0,0.000,0
https://www.icodata.io/coin/multibot,Multibot,Completed,"$722,344.00",26.11.2017,$1,$0,0.000,0
https://www.icodata.io/coin/vuepay,VuePay,Completed,"$717,569.00",20.11.2017,$0,$0,0.000,0
https://www.icodata.io/coin/qvolta,Qvolta,Completed,"$713,650.00",20.10.2017,$0,$0,0.000,0
https://www.icodata.io/coin/angel-token,Angel Token,Completed,"$711,355.00",19.12.2017,$0,$0,0.000,0
https://www.icodata.io/coin/kapu,Kapu,Completed,"$703,535.00",22.10.2017,$0,$0,0.000,0
https://www.icodata.io/coin/qchain,Qchain,Completed,"$700,000.00",05.12.2017,$0,$0,0.000,0
https://www.icodata.io/coin/particl,Particl,Completed,"$688,849.00",14.04.2017,$0.133738,$47.5233,355.347,0
https://www.icodata.io/coin/hamster,Hamster Pre-sale,Completed,"$1,360,816.00",31.12.2017,$1.6,$0,0.000,0
https://www.icodata.io/coin/blockpay,BlockPay,Completed,"$675,000.00",05.09.2016,$0.124348,$0.280962,2.259,0
https://www.icodata.io/coin/voise,Voise,Completed,"$646,519.00",06.06.2017,$0.851207,$0,0.000,0
https://www.icodata.io/coin/virtual-accelerator,Hacker Gold,Completed,"$645,000.00",21.12.2016,$0.040035,$0.001823,0.046,0
https://www.icodata.io/coin/equibit,Equibit,Completed,"$633,246.00",01.04.2017,$0,$0,0.000,0
https://www.icodata.io/coin/paquarium,Paquarium,Completed,"$619,807.00",24.08.2017,$0,$0,0.000,0
https://www.icodata.io/coin/delphi,Delphi,Completed,"$616,064.00",30.07.2017,$0,$0,0.000,0
https://www.icodata.io/coin/verifyunion,VerifyUnion,Completed,"$614,865.00",03.12.2017,$0,$0,0.000,0
https://www.icodata.io/coin/skrilla,Skrilla,Completed,"$601,804.00",20.11.2017,$183,$0,0.000,0
https://www.icodata.io/coin/stratis,Stratis,Completed,"$600,945.00",26.07.2016,$0.007154,$19.436,"2,716.764",0
https://www.icodata.io/coin/vega-intelligent-solutions,Vega Intelligent Solutions,Completed,"$586,818.00",07.01.2018,$0.7,$0,0.000,0
https://www.icodata.io/coin/prospectors,Prospectors,Completed,"$579,233.00",10.09.2017,$0,$0,0.000,0
https://www.icodata.io/coin/royal-kingdom-coin,Royal Kingdom Coin,Completed,"$577,755.00",11.08.2017,$0,$0,0.000,0
https://www.icodata.io/coin/tripally,TripAlly,Completed,"$558,526.00",30.11.2017,$2.23555,$0,0.000,0
https://www.icodata.io/coin/solvena,Solvena,Completed,"$548,358.00",30.09.2017,$0,$0,0.000,0
https://www.icodata.io/coin/assetron-energy,Assetron Energy,Completed,"$530,520.00",20.12.2017,$0,$0,0.000,0
https://www.icodata.io/coin/global-crypto-bank,Global Crypto Bank,Completed,"$525,000.00",30.12.2017,$0,$0,0.000,0
https://www.icodata.io/coin/lordmancer-2,Lordmancer 2,Completed,"$501,703.07",20.12.2017,$0,$0,0.000,0
https://www.icodata.io/coin/peerplays,Peerplays,Completed,"$500,000.00",14.05.2017,$0.526316,$15.0427,28.581,0
https://www.icodata.io/coin/signals,Signals Pre-sale,Completed,"$500,000.00",01.01.2018,$0.25,$0,0.000,0
